consulta,categoria,respuesta,respuesta_compuesta,respuestas_compuestas
¿Qué instituciones aceptan constancias en lugar de diplomas?,requisitos,Algunas aceptan constancia de terminación si el diploma aún no ha sido emitido. Verifica directamente con la institución.,"Lo que necesitas saber sobre instituciones aceptan constancias en lugar de diplomas es, Algunas aceptan constancia de terminación si el diploma aún no ha sido emitido. Verifica directamente con la institución.","Lo que necesitas saber sobre instituciones aceptan constancias en lugar de diplomas es, Algunas aceptan constancia de terminación si el diploma aún no ha sido emitido. Verifica directamente con la institución."
¿Qué documentos debo presentar si cambié legalmente mi nombre?,requisitos,Debes adjuntar la resolución oficial del cambio de nombre junto con tus documentos anteriores.,"Lo que necesitas saber sobre documentos debo presentar si cambié legalmente mi nombre es, Debes adjuntar la resolución oficial del cambio de nombre junto con tus documentos anteriores.","Lo que necesitas saber sobre documentos debo presentar si cambié legalmente mi nombre es, Debes adjuntar la resolución oficial del cambio de nombre junto con tus documentos anteriores."
¿Qué es una nota de suficiencia?,calificaciones,Es una calificación que acredita dominio del contenido sin necesidad de cursar la materia formalmente.,"Lo que necesitas saber sobre es una nota de suficiencia es, Es una calificación que acredita dominio del contenido sin necesidad de cursar la materia formalmente.","Lo que necesitas saber sobre es una nota de suficiencia es, Es una calificación que acredita dominio del contenido sin necesidad de cursar la materia formalmente."
¿Cómo afecta un retiro de asignatura a mi promedio?,calificaciones,No afecta el promedio si fue retirado oficialmente antes de la fecha límite establecida.,"Para afecta un retiro de asignatura a mi promedio, No afecta el promedio si fue retirado oficialmente antes de la fecha límite establecida.","Cómo afecta un retiro de asignatura a mi promedio, No afecta el promedio si fue retirado oficialmente antes de la fecha límite establecida."
¿Puedo apelar una nota si no estoy conforme con la evaluación?,calificaciones,"Sí, puedes solicitar una revisión formal con argumentos y evidencia dentro del periodo estipulado.","Con respecto a tu pregunta sobre puedo apelar una nota si no estoy conforme con la evaluación,, Sí, puedes solicitar una revisión formal con argumentos y evidencia dentro del periodo estipulado.","Con respecto a tu pregunta sobre puedo apelar una nota si no estoy conforme con la evaluación,, Sí, puedes solicitar una revisión formal con argumentos y evidencia dentro del periodo estipulado."
¿Qué sucede si repruebo una asignatura obligatoria?,calificaciones,Deberás cursarla nuevamente el siguiente periodo. Es requisito para avanzar en tu plan de estudios.,"Lo que necesitas saber sobre sucede si repruebo una asignatura obligatoria es, Deberás cursarla nuevamente el siguiente periodo. Es requisito para avanzar en tu plan de estudios.","Lo que necesitas saber sobre sucede si repruebo una asignatura obligatoria es, Deberás cursarla nuevamente el siguiente periodo. Es requisito para avanzar en tu plan de estudios."
¿Qué servicios tecnológicos ofrece la universidad a los estudiantes?,instalaciones,"La universidad ofrece acceso a Wi-Fi en todo el campus, salas de cómputo, plataformas virtuales, correo institucional y licencias educativas de software especializado.","Lo que necesitas saber sobre servicios tecnológicos ofrece la universidad a los estudiantes es, La universidad ofrece acceso a Wi-Fi en todo el campus, salas de cómputo, plataformas virtuales, correo institucional y licencias educativas de software especializado.","Lo que necesitas saber sobre servicios tecnológicos ofrece la universidad a los estudiantes es, La universidad ofrece acceso a Wi-Fi en todo el campus, salas de cómputo, plataformas virtuales, correo institucional y licencias educativas de software especializado."
¿Necesito presentar una carta de buena conducta para inscribirme?,requisitos,"No es obligatoria para todos los programas, pero algunas carreras pueden requerirla como parte del proceso de ingreso.","Lo que necesitas es, No es obligatoria para todos los programas, pero algunas carreras pueden requerirla como parte del proceso de ingreso.","Lo que necesitas es, No es obligatoria para todos los programas, pero algunas carreras pueden requerirla como parte del proceso de ingreso."
¿Es obligatorio adjuntar copia de la cédula en los documentos de inscripción?,requisitos,"Sí, se requiere una copia legible de tu documento de identidad como parte de los requisitos básicos de inscripción.","Con respecto a tu pregunta sobre es obligatorio adjuntar copia de la cédula en los documentos de inscripción,, Sí, se requiere una copia legible de tu documento de identidad como parte de los requisitos básicos de inscripción.","Con respecto a tu pregunta sobre es obligatorio adjuntar copia de la cédula en los documentos de inscripción,, Sí, se requiere una copia legible de tu documento de identidad como parte de los requisitos básicos de inscripción."
¿Qué pasa si presento documentos vencidos para la matrícula?,requisitos,Los documentos vencidos no son válidos y deberás presentar versiones actualizadas antes de que finalice el proceso de matrícula.,"Lo que necesitas saber sobre pasa si presento documentos vencidos para la matrícula es, Los documentos vencidos no son válidos y deberás presentar versiones actualizadas antes de que finalice el proceso de matrícula.","Lo que necesitas saber sobre pasa si presento documentos vencidos para la matrícula es, Los documentos vencidos no son válidos y deberás presentar versiones actualizadas antes de que finalice el proceso de matrícula."
¿La constancia de notas sirve como comprobante de estudios previos?,requisitos,"Puede ser válida si está firmada y sellada por la institución anterior, pero normalmente se solicita el diploma o certificado oficial.","Con respecto a tu pregunta sobre la constancia de notas sirve como comprobante de estudios previos,, Puede ser válida si está firmada y sellada por la institución anterior, pero normalmente se solicita el diploma o certificado oficial.","Con respecto a tu pregunta sobre la constancia de notas sirve como comprobante de estudios previos,, Puede ser válida si está firmada y sellada por la institución anterior, pero normalmente se solicita el diploma o certificado oficial."
¿Es válido un certificado escaneado para completar los requisitos?,requisitos,"Sí, si cuenta con firma digital verificable o es enviado directamente por la institución emisora al correo oficial.","Con respecto a tu pregunta sobre es válido un certificado escaneado para completar los requisitos,, Sí, si cuenta con firma digital verificable o es enviado directamente por la institución emisora al correo oficial.","Con respecto a tu pregunta sobre es válido un certificado escaneado para completar los requisitos,, Sí, si cuenta con firma digital verificable o es enviado directamente por la institución emisora al correo oficial."
¿Puedo entregar los requisitos en formato físico y digital?,requisitos,"Sí, en muchos casos se permite el formato digital para agilizar el proceso, pero se solicita entregar los originales al momento de validar la matrícula.","Con respecto a tu pregunta sobre puedo entregar los requisitos en formato físico y digital,, Sí, en muchos casos se permite el formato digital para agilizar el proceso, pero se solicita entregar los originales al momento de validar la matrícula.","Con respecto a tu pregunta sobre puedo entregar los requisitos en formato físico y digital,, Sí, en muchos casos se permite el formato digital para agilizar el proceso, pero se solicita entregar los originales al momento de validar la matrícula."
¿Debo presentar comprobante de afiliación a salud como requisito?,requisitos,"Sí, es obligatorio presentar un comprobante vigente de afiliación a una EPS o seguro médico para formalizar la inscripción.","Con respecto a tu pregunta sobre debo presentar comprobante de afiliación a salud como requisito,, Sí, es obligatorio presentar un comprobante vigente de afiliación a una EPS o seguro médico para formalizar la inscripción.","Con respecto a tu pregunta sobre debo presentar comprobante de afiliación a salud como requisito,, Sí, es obligatorio presentar un comprobante vigente de afiliación a una EPS o seguro médico para formalizar la inscripción."
¿Qué documentos necesito si soy estudiante transferido?,requisitos,"Debes presentar tu historial académico oficial, constancia de no sanción y el plan de estudios anterior.","Lo que necesitas saber sobre documentos necesito si soy estudiante transferido es, Debes presentar tu historial académico oficial, constancia de no sanción y el plan de estudios anterior.","Lo que necesitas saber sobre documentos necesito si soy estudiante transferido es, Debes presentar tu historial académico oficial, constancia de no sanción y el plan de estudios anterior."
